癤�Area	Line	Station	Date(YYYY-MM-DD)	Latitude	Longitude	Vertical change chart	Depth(m)	Water Temperature(℃)	T QC flag	Salinity(psu)	S QC flag	DO(ml/L)	D QC flag	QC Level	PO４(μmol/L)	NO２(μmol/L)	NO３(μmol/L)	SiO２(μmol/L)	pH	Water Transparency(m)	Baro(hPa)	Research Vessel
West Sea	312	04	2024-03-21 06:15	34.0217	125.7	Chart	10	11.3	2	33.60	2		2	0								
West Sea	312	04	2024-03-21 06:15	34.0217	125.7	Chart	20	11.3	2	33.60	2		2	0								
West Sea	312	04	2024-03-21 06:15	34.0217	125.7	Chart	30	11.3	2	33.60	2		2	0								
West Sea	312	04	2024-03-21 06:15	34.0217	125.7	Chart	50	11.4	2	33.62	2		2	0								
West Sea	312	04	2024-06-12 02:20	34.0217	125.7	Chart	0	18.3	2	33.74	2		2	0							1,007	TAMGU 8
West Sea	312	04	2024-06-12 02:20	34.0217	125.7	Chart	10	16.6	2	33.77	2		2	0							1,007	TAMGU 8
West Sea	312	04	2024-06-12 02:20	34.0217	125.7	Chart	20	15.8	2	33.80	2		2	0							1,007	TAMGU 8
West Sea	312	04	2024-06-12 02:20	34.0217	125.7	Chart	30	15.5	2	33.80	2		2	0							1,007	TAMGU 8
West Sea	312	04	2024-06-12 02:20	34.0217	125.7	Chart	50	14.2	2	33.90	2		2	0							1,007	TAMGU 8
West Sea	312	05	2024-02-16 19:40	34.0433	125.5	Chart	0	12.9	2	33.87	2		2	0								
West Sea	312	05	2024-02-16 19:40	34.0433	125.5	Chart	10	12.9	2	33.87	2		2	0								
West Sea	312	05	2024-02-16 19:40	34.0433	125.5	Chart	20	13.0	2	33.92	2		2	0								
West Sea	312	05	2024-02-16 19:40	34.0433	125.5	Chart	30	13.5	2	34.07	2		2	0								
West Sea	312	05	2024-02-16 19:40	34.0433	125.5	Chart	50	13.6	2	34.13	2		2	0								
West Sea	312	05	2024-02-16 19:40	34.0433	125.5	Chart	75	13.7	2	34.14	2		2	0								
West Sea	312	05	2024-03-21 07:15	34.0433	125.5	Chart	0	11.1	2	33.54	2		2	0						2.7		
West Sea	312	05	2024-03-21 07:15	34.0433	125.5	Chart	10	11.1	2	33.54	2		2	0						2.7		
West Sea	312	05	2024-03-21 07:15	34.0433	125.5	Chart	20	11.1	2	33.54	2		2	0						2.7		
West Sea	312	05	2024-03-21 07:15	34.0433	125.5	Chart	30	11.1	2	33.54	2		2	0						2.7		
West Sea	312	05	2024-03-21 07:15	34.0433	125.5	Chart	50	11.9	2	33.78	2		2	0						2.7		
West Sea	312	05	2024-03-21 07:15	34.0433	125.5	Chart	75	12.9	2	34.13	2		2	0						2.7		
West Sea	312	05	2024-06-12 00:55	34.0433	125.5	Chart	0	19.9	2	33.64	2		2	0							1,006	TAMGU 8
West Sea	312	05	2024-06-12 00:55	34.0433	125.5	Chart	10	16.4	2	33.74	2		2	0							1,006	TAMGU 8
West Sea	312	05	2024-06-12 00:55	34.0433	125.5	Chart	20	15.5	2	33.77	2		2	0							1,006	TAMGU 8
West Sea	312	05	2024-06-12 00:55	34.0433	125.5	Chart	30	15.3	2	33.79	2		2	0							1,006	TAMGU 8
West Sea	312	05	2024-06-12 00:55	34.0433	125.5	Chart	50	13.9	2	33.94	2		2	0							1,006	TAMGU 8
West Sea	312	05	2024-06-12 00:55	34.0433	125.5	Chart	75	13.9	2	33.95	2		2	0							1,006	TAMGU 8
West Sea	312	06	2024-02-16 21:50	34.0683	125.3	Chart	0	14.3	2	34.28	2		2	0								
West Sea	312	06	2024-02-16 21:50	34.0683	125.3	Chart	10	14.3	2	34.28	2		2	0								
West Sea	312	06	2024-02-16 21:50	34.0683	125.3	Chart	20	14.3	2	34.27	2		2	0								
West Sea	312	06	2024-02-16 21:50	34.0683	125.3	Chart	30	14.2	2	34.27	2		2	0								
West Sea	312	06	2024-02-16 21:50	34.0683	125.3	Chart	50	14.2	2	34.27	2		2	0								
West Sea	312	06	2024-02-16 21:50	34.0683	125.3	Chart	75	14.1	2	34.26	2		2	0								
West Sea	312	06	2024-02-16 21:50	34.0683	125.3	Chart	100	14.0	2	34.26	2		2	0								
West Sea	312	06	2024-03-21 09:10	34.0683	125.3	Chart	0	10.5	2	33.31	2		2	0						3		
West Sea	312	06	2024-03-21 09:10	34.0683	125.3	Chart	10	10.5	2	33.31	2		2	0						3		
West Sea	312	06	2024-03-21 09:10	34.0683	125.3	Chart	20	10.5	2	33.32	2		2	0						3		
West Sea	312	06	2024-03-21 09:10	34.0683	125.3	Chart	30	10.6	2	33.33	2		2	0						3		
West Sea	312	06	2024-03-21 09:10	34.0683	125.3	Chart	50	12.6	2	34.01	2		2	0						3		
West Sea	312	06	2024-03-21 09:10	34.0683	125.3	Chart	75	13.1	2	34.16	2		2	0						3		
West Sea	312	06	2024-03-21 09:10	34.0683	125.3	Chart	100	13.1	2	34.18	2		2	0						3		
West Sea	312	06	2024-06-11 23:45	34.0683	125.3	Chart	0	20.9	2	33.71	2		2	0								TAMGU 8
West Sea	312	06	2024-06-11 23:45	34.0683	125.3	Chart	10	20.2	2	33.71	2		2	0								TAMGU 8
West Sea	312	06	2024-06-11 23:45	34.0683	125.3	Chart	20	18.5	2	33.70	2		2	0								TAMGU 8
West Sea	312	06	2024-06-11 23:45	34.0683	125.3	Chart	30	15.8	2	33.73	2		2	0								TAMGU 8
West Sea	312	06	2024-06-11 23:45	34.0683	125.3	Chart	50	14.1	2	33.92	2		2	0								TAMGU 8
West Sea	312	06	2024-06-11 23:45	34.0683	125.3	Chart	75	13.5	2	34.01	2		2	0								TAMGU 8
West Sea	312	06	2024-06-11 23:45	34.0683	125.3	Chart	100	13.4	2	34.02	2		2	0								TAMGU 8
West Sea	312	07	2024-02-16 23:25	34.0917	125	Chart	0	14.0	2	34.25	2		2	0								
West Sea	312	07	2024-02-16 23:25	34.0917	125	Chart	10	14.0	2	34.25	2		2	0								
West Sea	312	07	2024-02-16 23:25	34.0917	125	Chart	20	14.0	2	34.25	2		2	0								
West Sea	312	07	2024-02-16 23:25	34.0917	125	Chart	30	14.0	2	34.25	2		2	0								
West Sea	312	07	2024-02-16 23:25	34.0917	125	Chart	50	14.0	2	34.25	2		2	0								
West Sea	312	07	2024-02-16 23:25	34.0917	125	Chart	75	14.0	2	34.25	2		2	0								
West Sea	312	07	2024-03-21 10:30	34.0917	125	Chart	0	12.8	2	34.12	2		2	0						2.8		
West Sea	312	07	2024-03-21 10:30	34.0917	125	Chart	10	12.7	2	34.12	2		2	0						2.8		
West Sea	312	07	2024-03-21 10:30	34.0917	125	Chart	20	12.7	2	34.12	2		2	0						2.8		
West Sea	312	07	2024-03-21 10:30	34.0917	125	Chart	30	12.7	2	34.12	2		2	0						2.8		
West Sea	312	07	2024-03-21 10:30	34.0917	125	Chart	50	12.7	2	34.12	2		2	0						2.8		
West Sea	312	07	2024-03-21 10:30	34.0917	125	Chart	75	12.7	2	34.12	2		2	0						2.8		
West Sea	312	07	2024-06-11 21:55	34.0917	125	Chart	0	21.8	2	33.25	2		2	0							1,007	TAMGU 8
West Sea	312	07	2024-06-11 21:55	34.0917	125	Chart	10	19.9	2	33.45	2		2	0							1,007	TAMGU 8
West Sea	312	07	2024-06-11 21:55	34.0917	125	Chart	20	18.8	2	33.60	2		2	0							1,007	TAMGU 8
West Sea	312	07	2024-06-11 21:55	34.0917	125	Chart	30	14.8	2	33.68	2		2	0							1,007	TAMGU 8
West Sea	312	07	2024-06-11 21:55	34.0917	125	Chart	50	12.6	2	34.01	2		2	0							1,007	TAMGU 8
West Sea	312	07	2024-06-11 21:55	34.0917	125	Chart	75	12.6	2	34.01	2		2	0							1,007	TAMGU 8
West Sea	312	08	2024-02-17 01:10	34.0917	124.8	Chart	0	13.4	2	34.15	2		2	0								
West Sea	312	08	2024-02-17 01:10	34.0917	124.8	Chart	10	13.4	2	34.15	2		2	0								
West Sea	312	08	2024-02-17 01:10	34.0917	124.8	Chart	20	13.4	2	34.15	2		2	0								
West Sea	312	08	2024-02-17 01:10	34.0917	124.8	Chart	30	13.3	2	34.13	2		2	0								
West Sea	312	08	2024-02-17 01:10	34.0917	124.8	Chart	50	13.3	2	34.13	2		2	0								
West Sea	312	08	2024-02-17 01:10	34.0917	124.8	Chart	75	13.5	2	34.20	2		2	0								
West Sea	312	08	2024-03-21 12:00	34.0917	124.8	Chart	0	13.0	2	34.19	2		2	0						2.7		
West Sea	312	08	2024-03-21 12:00	34.0917	124.8	Chart	10	12.9	2	34.19	2		2	0						2.7		
West Sea	312	08	2024-03-21 12:00	34.0917	124.8	Chart	20	12.8	2	34.16	2		2	0						2.7		
West Sea	312	08	2024-03-21 12:00	34.0917	124.8	Chart	30	12.7	2	34.16	2		2	0						2.7		
West Sea	312	08	2024-03-21 12:00	34.0917	124.8	Chart	50	12.7	2	34.16	2		2	0						2.7		
West Sea	312	08	2024-03-21 12:00	34.0917	124.8	Chart	75	12.7	2	34.16	2		2	0						2.7		
West Sea	312	08	2024-06-11 20:50	34.0917	124.8	Chart	0	22.1	2	33.35	2		2	0							1,006	TAMGU 8
West Sea	312	08	2024-06-11 20:50	34.0917	124.8	Chart	10	20.4	2	33.52	2		2	0							1,006	TAMGU 8
West Sea	312	08	2024-06-11 20:50	34.0917	124.8	Chart	20	18.8	2	33.66	2		2	0							1,006	TAMGU 8
West Sea	312	08	2024-06-11 20:50	34.0917	124.8	Chart	30	15.7	2	33.84	2		2	0							1,006	TAMGU 8
West Sea	312	08	2024-06-11 20:50	34.0917	124.8	Chart	50	12.3	2	33.98	2		2	0							1,006	TAMGU 8
West Sea	312	08	2024-06-11 20:50	34.0917	124.8	Chart	75	12.2	2	34.02	2		2	0							1,006	TAMGU 8
West Sea	312	09	2024-02-17 02:10	34.0917	124.6	Chart	0	13.3	2	34.13	2		2	0								
West Sea	312	09	2024-02-17 02:10	34.0917	124.6	Chart	10	13.3	2	34.13	2		2	0								
West Sea	312	09	2024-02-17 02:10	34.0917	124.6	Chart	20	13.3	2	34.13	2		2	0								
West Sea	312	09	2024-02-17 02:10	34.0917	124.6	Chart	30	13.3	2	34.13	2		2	0								
West Sea	312	09	2024-02-17 02:10	34.0917	124.6	Chart	50	13.3	2	34.14	2		2	0								
West Sea	312	09	2024-02-17 02:10	34.0917	124.6	Chart	75	13.3	2	34.14	2		2	0								
West Sea	312	09	2024-03-21 12:55	34.0917	124.6	Chart	0	13.1	2	34.21	2		2	0						3		
West Sea	312	09	2024-03-21 12:55	34.0917	124.6	Chart	10	13.1	2	34.21	2		2	0						3		
West Sea	312	09	2024-03-21 12:55	34.0917	124.6	Chart	20	13.0	2	34.21	2		2	0						3		
West Sea	312	09	2024-03-21 12:55	34.0917	124.6	Chart	30	13.0	2	34.21	2		2	0						3		
West Sea	312	09	2024-03-21 12:55	34.0917	124.6	Chart	50	13.0	2	34.21	2		2	0						3		
West Sea	312	09	2024-03-21 12:55	34.0917	124.6	Chart	75	13.0	2	34.22	2		2	0						3		
West Sea	312	09	2024-06-11 19:35	34.0917	124.6	Chart	0	21.9	2	33.21	2		2	0							1,007	TAMGU 8
West Sea	312	09	2024-06-11 19:35	34.0917	124.6	Chart	10	20.4	2	33.51	2		2	0							1,007	TAMGU 8
West Sea	312	09	2024-06-11 19:35	34.0917	124.6	Chart	20	17.9	2	33.68	2		2	0							1,007	TAMGU 8
West Sea	312	09	2024-06-11 19:35	34.0917	124.6	Chart	30	13.7	2	33.80	2		2	0							1,007	TAMGU 8
West Sea	312	09	2024-06-11 19:35	34.0917	124.6	Chart	50	12.4	2	34.04	2		2	0							1,007	TAMGU 8
West Sea	312	09	2024-06-11 19:35	34.0917	124.6	Chart	75	12.4	2	34.04	2		2	0							1,007	TAMGU 8
West Sea	312	10	2024-02-17 04:00	34.0917	124.4	Chart	0	13.5	2	34.25	2		2	0								
West Sea	312	10	2024-02-17 04:00	34.0917	124.4	Chart	10	13.5	2	34.25	2		2	0								
West Sea	312	10	2024-02-17 04:00	34.0917	124.4	Chart	20	13.5	2	34.25	2		2	0								
West Sea	312	10	2024-02-17 04:00	34.0917	124.4	Chart	30	13.5	2	34.25	2		2	0								
West Sea	312	10	2024-02-17 04:00	34.0917	124.4	Chart	50	13.5	2	34.25	2		2	0								
West Sea	312	10	2024-02-17 04:00	34.0917	124.4	Chart	75	13.5	2	34.25	2		2	0								
West Sea	312	10	2024-03-21 14:45	34.0917	124.4	Chart	0	14.3	2	34.36	2		2	0						3		
West Sea	312	10	2024-03-21 14:45	34.0917	124.4	Chart	10	13.6	2	34.34	2		2	0						3		
West Sea	312	10	2024-03-21 14:45	34.0917	124.4	Chart	20	13.5	2	34.35	2		2	0						3		
West Sea	312	10	2024-03-21 14:45	34.0917	124.4	Chart	30	13.5	2	34.35	2		2	0						3		
West Sea	312	10	2024-03-21 14:45	34.0917	124.4	Chart	50	13.5	2	34.34	2		2	0						3		
West Sea	312	10	2024-03-21 14:45	34.0917	124.4	Chart	75	13.5	2	34.34	2		2	0						3		
West Sea	312	10	2024-06-11 18:35	34.0917	124.4	Chart	0	22.6	2	33.29	2		2	0						14	1,008	TAMGU 8
West Sea	312	10	2024-06-11 18:35	34.0917	124.4	Chart	10	19.5	2	33.48	2		2	0						14	1,008	TAMGU 8
West Sea	312	10	2024-06-11 18:35	34.0917	124.4	Chart	20	17.8	2	33.64	2		2	0						14	1,008	TAMGU 8
West Sea	312	10	2024-06-11 18:35	34.0917	124.4	Chart	30	16.3	2	33.69	2		2	0						14	1,008	TAMGU 8
West Sea	312	10	2024-06-11 18:35	34.0917	124.4	Chart	50	12.1	2	33.98	2		2	0						14	1,008	TAMGU 8
West Sea	312	10	2024-06-11 18:35	34.0917	124.4	Chart	75	12.1	2	33.98	2		2	0						14	1,008	TAMGU 8
South Sea	313	02	2024-02-16 22:30	33.4067	126	Chart	0	15.6	2	32.78	2		2	0								TAMGU 21
South Sea	313	02	2024-02-16 22:30	33.4067	126	Chart	10	15.7	2	34.51	2		2	0								TAMGU 21
South Sea	313	02	2024-02-16 22:30	33.4067	126	Chart	20	15.7	2	34.51	2		2	0								TAMGU 21
South Sea	313	02	2024-02-16 22:30	33.4067	126	Chart	30	15.7	2	34.51	2		2	0								TAMGU 21
South Sea	313	02	2024-02-16 22:30	33.4067	126	Chart	50	15.6	2	34.51	2		2	0								TAMGU 21
South Sea	313	02	2024-02-16 22:30	33.4067	126	Chart	75	15.6	2	34.51	2		2	0								TAMGU 21
South Sea	313	02	2024-04-06 21:12	33.4067	126	Chart	0	16.1	2	34.45	2		2	0								TAMGU 21
South Sea	313	02	2024-04-06 21:12	33.4067	126	Chart	10	16.1	2	34.45	2		2	0								TAMGU 21
South Sea	313	02	2024-04-06 21:12	33.4067	126	Chart	20	16.1	2	34.45	2		2	0								TAMGU 21
South Sea	313	02	2024-04-06 21:12	33.4067	126	Chart	30	16.1	2	34.45	2		2	0								TAMGU 21
South Sea	313	02	2024-04-06 21:12	33.4067	126	Chart	50	16.1	2	34.45	2		2	0								TAMGU 21
South Sea	313	02	2024-04-06 21:12	33.4067	126	Chart	75	16.1	2	34.45	2		2	0								TAMGU 21
South Sea	313	02	2024-06-13 19:15	33.4067	126	Chart	0	21.4	2	32.87	2		2	0						11	1,004	TAMGU 8
South Sea	313	02	2024-06-13 19:15	33.4067	126	Chart	10	18.0	2	33.08	2		2	0						11	1,004	TAMGU 8
South Sea	313	02	2024-06-13 19:15	33.4067	126	Chart	20	18.4	2	33.70	2		2	0						11	1,004	TAMGU 8
South Sea	313	02	2024-06-13 19:15	33.4067	126	Chart	30	17.2	2	34.03	2		2	0						11	1,004	TAMGU 8
South Sea	313	02	2024-06-13 19:15	33.4067	126	Chart	50	16.3	2	34.13	2		2	0						11	1,004	TAMGU 8
South Sea	313	02	2024-06-13 19:15	33.4067	126	Chart	75	16.2	2	34.18	2		2	0						11	1,004	TAMGU 8
South Sea	313	03	2024-02-16 23:40	33.4067	125.8	Chart	0	15.8	2	33.19	2		2	0								TAMGU 21
South Sea	313	03	2024-02-16 23:40	33.4067	125.8	Chart	10	15.9	2	34.55	2		2	0								TAMGU 21
South Sea	313	03	2024-02-16 23:40	33.4067	125.8	Chart	20	15.9	2	34.55	2		2	0								TAMGU 21
South Sea	313	03	2024-02-16 23:40	33.4067	125.8	Chart	30	15.9	2	34.55	2		2	0								TAMGU 21
South Sea	313	03	2024-02-16 23:40	33.4067	125.8	Chart	50	15.9	2	34.55	2		2	0								TAMGU 21
South Sea	313	03	2024-02-16 23:40	33.4067	125.8	Chart	75	15.9	2	34.55	2		2	0								TAMGU 21
South Sea	313	03	2024-04-06 22:17	33.4067	125.8	Chart	0	15.5	2	34.29	2		2	0								TAMGU 21
South Sea	313	03	2024-04-06 22:17	33.4067	125.8	Chart	10	15.5	2	34.29	2		2	0								TAMGU 21
South Sea	313	03	2024-04-06 22:17	33.4067	125.8	Chart	20	15.4	2	34.26	2		2	0								TAMGU 21
South Sea	313	03	2024-04-06 22:17	33.4067	125.8	Chart	30	15.1	2	34.21	2		2	0								TAMGU 21
South Sea	313	03	2024-04-06 22:17	33.4067	125.8	Chart	50	15.0	2	34.22	2		2	0								TAMGU 21
South Sea	313	03	2024-04-06 22:17	33.4067	125.8	Chart	75	15.0	2	34.24	2		2	0								TAMGU 21
South Sea	313	03	2024-06-13 20:12	33.4067	125.8	Chart	0	21.9	2	32.53	2		2	0							1,005	TAMGU 8
South Sea	313	03	2024-06-13 20:12	33.4067	125.8	Chart	10	20.8	2	32.66	2		2	0							1,005	TAMGU 8
South Sea	313	03	2024-06-13 20:12	33.4067	125.8	Chart	20	18.5	2	33.19	2		2	0							1,005	TAMGU 8
South Sea	313	03	2024-06-13 20:12	33.4067	125.8	Chart	30	13.1	2	32.62	2		2	0							1,005	TAMGU 8
South Sea	313	03	2024-06-13 20:12	33.4067	125.8	Chart	50	15.1	2	33.99	2		2	0							1,005	TAMGU 8
South Sea	313	03	2024-06-13 20:12	33.4067	125.8	Chart	75	15.2	2	34.00	2		2	0							1,005	TAMGU 8
South Sea	313	04	2024-02-17 01:33	33.4067	125.6	Chart	0	15.5	2	33.84	2		2	0								TAMGU 21
South Sea	313	04	2024-02-17 01:33	33.4067	125.6	Chart	10	15.6	2	34.50	2		2	0								TAMGU 21
South Sea	313	04	2024-02-17 01:33	33.4067	125.6	Chart	20	15.6	2	34.50	2		2	0								TAMGU 21
South Sea	313	04	2024-02-17 01:33	33.4067	125.6	Chart	30	15.6	2	34.49	2		2	0								TAMGU 21
South Sea	313	04	2024-02-17 01:33	33.4067	125.6	Chart	50	15.6	2	34.49	2		2	0								TAMGU 21
South Sea	313	04	2024-02-17 01:33	33.4067	125.6	Chart	75	15.6	2	34.49	2		2	0								TAMGU 21
South Sea	313	04	2024-04-06 23:55	33.4067	125.6	Chart	0	14.9	2	34.08	2		2	0								TAMGU 21
South Sea	313	04	2024-04-06 23:55	33.4067	125.6	Chart	10	14.9	2	34.08	2		2	0								TAMGU 21
South Sea	313	04	2024-04-06 23:55	33.4067	125.6	Chart	20	14.9	2	34.08	2		2	0								TAMGU 21
South Sea	313	04	2024-04-06 23:55	33.4067	125.6	Chart	30	14.8	2	34.09	2		2	0								TAMGU 21
South Sea	313	04	2024-04-06 23:55	33.4067	125.6	Chart	50	14.8	2	34.12	2		2	0								TAMGU 21
South Sea	313	04	2024-04-06 23:55	33.4067	125.6	Chart	75	14.8	2	34.12	2		2	0								TAMGU 21
South Sea	313	04	2024-06-13 21:22	33.4067	125.6	Chart	0	22.9	2	31.44	2		2	0							1,005	TAMGU 8
South Sea	313	04	2024-06-13 21:22	33.4067	125.6	Chart	10	20.9	2	31.99	2		2	0							1,005	TAMGU 8
South Sea	313	04	2024-06-13 21:22	33.4067	125.6	Chart	20	15.4	2	32.87	2		2	0							1,005	TAMGU 8
South Sea	313	04	2024-06-13 21:22	33.4067	125.6	Chart	30	12.7	2	33.07	2		2	0							1,005	TAMGU 8
South Sea	313	04	2024-06-13 21:22	33.4067	125.6	Chart	50	13.9	2	33.61	2		2	0							1,005	TAMGU 8
South Sea	313	04	2024-06-13 21:22	33.4067	125.6	Chart	75	14.0	2	33.65	2		2	0							1,005	TAMGU 8
South Sea	313	05	2024-02-17 02:42	33.4067	125.4	Chart	0	15.4	2	34.42	2		2	0								TAMGU 21
South Sea	313	05	2024-02-17 02:42	33.4067	125.4	Chart	10	15.4	2	34.44	2		2	0								TAMGU 21
South Sea	313	05	2024-02-17 02:42	33.4067	125.4	Chart	20	15.4	2	34.44	2		2	0								TAMGU 21
South Sea	313	05	2024-02-17 02:42	33.4067	125.4	Chart	30	15.4	2	34.44	2		2	0								TAMGU 21
South Sea	313	05	2024-02-17 02:42	33.4067	125.4	Chart	50	15.4	2	34.44	2		2	0								TAMGU 21
South Sea	313	05	2024-02-17 02:42	33.4067	125.4	Chart	75	15.4	2	34.44	2		2	0								TAMGU 21
South Sea	313	05	2024-04-07 01:04	33.4067	125.4	Chart	0	14.7	2	33.35	2		2	0								TAMGU 21
South Sea	313	05	2024-04-07 01:04	33.4067	125.4	Chart	10	14.8	2	34.07	2		2	0								TAMGU 21
South Sea	313	05	2024-04-07 01:04	33.4067	125.4	Chart	20	14.8	2	34.06	2		2	0								TAMGU 21
South Sea	313	05	2024-04-07 01:04	33.4067	125.4	Chart	30	14.6	2	34.02	2		2	0								TAMGU 21
South Sea	313	05	2024-04-07 01:04	33.4067	125.4	Chart	50	14.6	2	34.10	2		2	0								TAMGU 21
South Sea	313	05	2024-04-07 01:04	33.4067	125.4	Chart	75	14.6	2	34.11	2		2	0								TAMGU 21
South Sea	313	05	2024-06-13 22:22	33.4067	125.4	Chart	0	22.6	2	31.22	2		2	0							1,005	TAMGU 8
South Sea	313	05	2024-06-13 22:22	33.4067	125.4	Chart	10	20.3	2	32.16	2		2	0							1,005	TAMGU 8
South Sea	313	05	2024-06-13 22:22	33.4067	125.4	Chart	20	15.7	2	32.86	2		2	0							1,005	TAMGU 8
South Sea	313	05	2024-06-13 22:22	33.4067	125.4	Chart	30	13.0	2	33.28	2		2	0							1,005	TAMGU 8
South Sea	313	05	2024-06-13 22:22	33.4067	125.4	Chart	50	13.1	2	33.35	2		2	0							1,005	TAMGU 8
South Sea	313	05	2024-06-13 22:22	33.4067	125.4	Chart	75	13.2	2	33.38	2		2	0							1,005	TAMGU 8
South Sea	313	06	2024-02-17 03:55	33.4067	125.2	Chart	0	14.9	2	34.31	2		2	0								TAMGU 21
South Sea	313	06	2024-02-17 03:55	33.4067	125.2	Chart	10	14.9	2	34.31	2		2	0								TAMGU 21
South Sea	313	06	2024-02-17 03:55	33.4067	125.2	Chart	20	14.9	2	34.31	2		2	0								TAMGU 21
South Sea	313	06	2024-02-17 03:55	33.4067	125.2	Chart	30	14.9	2	34.31	2		2	0								TAMGU 21
South Sea	313	06	2024-02-17 03:55	33.4067	125.2	Chart	50	14.9	2	34.31	2		2	0								TAMGU 21
South Sea	313	06	2024-02-17 03:55	33.4067	125.2	Chart	75	14.9	2	34.31	2		2	0								TAMGU 21
South Sea	313	06	2024-04-07 02:22	33.4067	125.2	Chart	0	14.7	2	34.02	2		2	0								TAMGU 21
South Sea	313	06	2024-04-07 02:22	33.4067	125.2	Chart	10	14.7	2	34.02	2		2	0								TAMGU 21
South Sea	313	06	2024-04-07 02:22	33.4067	125.2	Chart	20	14.7	2	34.02	2		2	0								TAMGU 21
South Sea	313	06	2024-04-07 02:22	33.4067	125.2	Chart	30	14.5	2	34.02	2		2	0								TAMGU 21
South Sea	313	06	2024-04-07 02:22	33.4067	125.2	Chart	50	14.5	2	34.03	2		2	0								TAMGU 21
South Sea	313	06	2024-04-07 02:22	33.4067	125.2	Chart	75	14.5	2	34.03	2		2	0								TAMGU 21
South Sea	313	06	2024-06-13 23:30	33.4067	125.2	Chart	0	22.4	2	30.03	2		2	0							1,005	TAMGU 8
South Sea	313	06	2024-06-13 23:30	33.4067	125.2	Chart	10	19.5	2	31.77	2		2	0							1,005	TAMGU 8
South Sea	313	06	2024-06-13 23:30	33.4067	125.2	Chart	20	15.5	2	32.78	2		2	0							1,005	TAMGU 8
South Sea	313	06	2024-06-13 23:30	33.4067	125.2	Chart	30	12.5	2	33.21	2		2	0							1,005	TAMGU 8
South Sea	313	06	2024-06-13 23:30	33.4067	125.2	Chart	50	12.8	2	33.40	2		2	0							1,005	TAMGU 8
South Sea	313	07	2024-02-17 05:02	33.4067	125	Chart	0	14.9	2	34.29	2		2	0								TAMGU 21
South Sea	313	07	2024-02-17 05:02	33.4067	125	Chart	10	14.9	2	34.29	2		2	0								TAMGU 21
South Sea	313	07	2024-02-17 05:02	33.4067	125	Chart	20	14.9	2	34.29	2		2	0								TAMGU 21
South Sea	313	07	2024-02-17 05:02	33.4067	125	Chart	30	14.9	2	34.29	2		2	0								TAMGU 21
South Sea	313	07	2024-02-17 05:02	33.4067	125	Chart	50	14.9	2	34.29	2		2	0								TAMGU 21
South Sea	313	07	2024-02-17 05:02	33.4067	125	Chart	75	14.9	2	34.28	2		2	0								TAMGU 21
South Sea	313	07	2024-04-07 03:37	33.4067	125	Chart	0	14.5	2	34.03	2		2	0								TAMGU 21
South Sea	313	07	2024-04-07 03:37	33.4067	125	Chart	10	14.5	2	34.03	2		2	0								TAMGU 21
South Sea	313	07	2024-04-07 03:37	33.4067	125	Chart	20	14.4	2	34.02	2		2	0								TAMGU 21
South Sea	313	07	2024-04-07 03:37	33.4067	125	Chart	30	14.4	2	34.04	2		2	0								TAMGU 21
South Sea	313	07	2024-04-07 03:37	33.4067	125	Chart	50	14.3	2	34.06	2		2	0								TAMGU 21
South Sea	313	07	2024-06-14 00:30	33.4067	125	Chart	0	23.5	2	28.39	2		2	0							1,004	TAMGU 8
South Sea	313	07	2024-06-14 00:30	33.4067	125	Chart	10	19.1	2	32.02	2		2	0							1,004	TAMGU 8
South Sea	313	07	2024-06-14 00:30	33.4067	125	Chart	20	14.5	2	32.50	2		2	0							1,004	TAMGU 8
South Sea	313	07	2024-06-14 00:30	33.4067	125	Chart	30	12.2	2	32.93	2		2	0							1,004	TAMGU 8
South Sea	313	07	2024-06-14 00:30	33.4067	125	Chart	50	13.0	2	33.35	2		2	0							1,004	TAMGU 8
South Sea	313	08	2024-02-17 06:35	33.4067	124.8	Chart	0	14.2	2	34.09	2		2	0								TAMGU 21
South Sea	313	08	2024-02-17 06:35	33.4067	124.8	Chart	10	14.2	2	34.09	2		2	0								TAMGU 21
South Sea	313	08	2024-02-17 06:35	33.4067	124.8	Chart	20	14.2	2	34.09	2		2	0								TAMGU 21
South Sea	313	08	2024-02-17 06:35	33.4067	124.8	Chart	30	14.2	2	34.09	2		2	0								TAMGU 21
South Sea	313	08	2024-02-17 06:35	33.4067	124.8	Chart	50	14.2	2	34.09	2		2	0								TAMGU 21
South Sea	313	08	2024-02-17 06:35	33.4067	124.8	Chart	75	14.2	2	34.08	2		2	0								TAMGU 21
South Sea	313	08	2024-04-07 05:04	33.4067	124.8	Chart	0	14.4	2	33.64	2		2	0								TAMGU 21
South Sea	313	08	2024-04-07 05:04	33.4067	124.8	Chart	10	14.4	2	34.00	2		2	0								TAMGU 21
South Sea	313	08	2024-04-07 05:04	33.4067	124.8	Chart	20	14.2	2	34.01	2		2	0								TAMGU 21
South Sea	313	08	2024-04-07 05:04	33.4067	124.8	Chart	30	14.1	2	34.02	2		2	0								TAMGU 21
South Sea	313	08	2024-04-07 05:04	33.4067	124.8	Chart	50	14.2	2	34.04	2		2	0								TAMGU 21
South Sea	313	08	2024-04-07 05:04	33.4067	124.8	Chart	75	14.2	2	34.05	2		2	0								TAMGU 21
South Sea	313	08	2024-06-14 01:30	33.4067	124.8	Chart	0	23.1	2	28.02	2		2	0							1,005	TAMGU 8
